"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0007098","DG(16:0/16:0)","HMDB0007098","644078","82929","C00165","4255","[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0007102","DG(16:0/18:1(9Z)/0:0)","HMDB0007102","5282283","75466","C13861","4260","[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0007103","DG(16:0/18:2)","HMDB0007103","9543695","82927","C00165",NA,"[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0007112","DG(16:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007112","9543736","77096","C00165",NA,"[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007121","DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007121","9543827","82949",NA,NA,"[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0007128","DG(16:1(9Z)/16:1(9Z)/0:0)","HMDB0007128","9543679","84417","C00165","4265","[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0007158","DG(18:0/18:0/0:0)","HMDB0007158","9543705","41847","C00165","4256","[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0007160","DG(18:0/18:1(9Z)/0:0)","HMDB0007160","6443547","75468","C00165","4349","[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0007161","DG(18:0/18:2(9Z,12Z)/0:0)","HMDB0007161","6441562","77097","C00165",NA,"[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]([H])(CO)COC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0007170","DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007170","6438587","75728","C00165",NA,"[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007179","DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007179","9543881","77129",NA,NA,"[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0007214","DG(18:1(9Z)/16:0/0:0)","HMDB0007214","5283471","75447","C00165","4259","[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0007216","DG(18:1(9Z)/18:0/0:0)","HMDB0007216","53478090","75448",NA,NA,"[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0007218","DG(18:1(9Z)/18:1(9Z)/0:0)","HMDB0007218","9543716","52333","C00165","4355","[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0007219","DG(18:1(9Z)/18:2(9Z,12Z)/0:0)","HMDB0007219","9543722","75450","C00165","4362","CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0007228","DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007228","9543786","75449","C00165",NA,"[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007248","DG(18:2/18:2)","HMDB0007248","9543729","77127","C00165","4371","[H][C@](CO)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0007373","DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007373","9543830","77093","C00165","4507","[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007862","PA(18:1(11Z)/18:1(11Z))","HMDB0007862","53478602","89528","C00416",NA,"[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCC","1"
"HMDB0007869","PC(30:0)","HMDB0007869","129657","75062","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0007874","PC(32:2)","HMDB0007874","24778624","86094","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0007883","PC(34:4)","HMDB0007883","24778634","86102","C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007892","PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0007892","24778639","86162","C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0007965","PC(16:0/14:0)","HMDB0007965","24778679","75304","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0007969","PC(16:0/16:1(9Z))","HMDB0007969","6443788","74000","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0007972","PC(16:0/18:1(9Z))","HMDB0007972","5497103","73001","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0007973","PC(16:0/18:2(9Z,12Z))","HMDB0007973","5287971","73002","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0007974","PC(16:0/18:3(6Z,9Z,12Z))","HMDB0007974","24778699","84786","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007975","PC(16:0/18:3(9Z,12Z,15Z))","HMDB0007975","24778702","84789","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC","1"
"HMDB0007977","PC(16:0/20:0)","HMDB0007977","24778711","82943","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC","1"
"HMDB0007980","PC(16:0/20:3(5Z,8Z,11Z))","HMDB0007980","24778715","86119","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC","1"
"HMDB0007981","PC(16:0/20:3(8Z,11Z,14Z))","HMDB0007981","24778719","86121","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007982","PC(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0007982","10747814","73003","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007984","PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0007984","24778723","86137","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0007991","PC(38:6)","HMDB0007991","6441886","74963","C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0008002","PC(16:1(9Z)/16:1(9Z))","HMDB0008002","24778764","83717","C00157",NA,"CCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0008038","PC(18:0/18:1(9Z))","HMDB0008038","24778825","75034","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0008039","PC(18:0/18:2(9Z,12Z))","HMDB0008039","6441487","84822","C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0008041","PC(18:0/18:3(9Z,12Z,15Z))","HMDB0008041","52922657","78022","C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC","1"
"HMDB0008048","PC(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008048","16219824","74965","C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0008057","PC(40:6)","HMDB0008057","24778876","84829","C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0008100","PC(18:1(9Z)/16:0)","HMDB0008100","24778933","74667","C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0008102","PC(18:1(9Z)/18:0)","HMDB0008102","24778936","76073","C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0008105","PC(18:1(9Z)/18:2(9Z,12Z))","HMDB0008105","24778939","74670","C00157",NA,"CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0008114","PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0008114","24778948","74671","C00157",NA,"CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0008138","PC(18:2(9Z,12Z)/18:2(9Z,12Z))","HMDB0008138","5288075","42027","C00157",NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0008206","PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))","HMDB0008206","24778990","86161","C00157",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC","1"
"HMDB0008265","PC(20:0/16:0)","HMDB0008265","24779030","75294","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0008279","PC(20:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008279","24779048","74970","C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0008429","PC(20:4(5Z,8Z,11Z,14Z)/16:0)","HMDB0008429","24779073","77694","C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010168","SM(d18:0/16:0)","HMDB0010168","9939965","78647","C00550",NA,"[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCC)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0010169","SM(d18:1/16:0)","HMDB0010169","9939941","78646","C00550",NA,"[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0010315","4-Hydroxyandrostenedione glucuronide","HMDB0010315","443212","17813","C11455","5952","C[C@]12CCC3C(CCC4=C(O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)C(=O)CC[C@]34C)C1CCC2=O","1"
"HMDB0010337","6-Dehydrotestosterone glucuronide","HMDB0010337","1135","17821","C00178","290","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C","1"
"HMDB0010369","CE(18:3)","HMDB0010369","53480458","88756",NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0010373","CE(20:3(5Z,8Z,11Z))","HMDB0010373","53480461","88752",NA,NA,"CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC([C@H](C)CCCC(C)C)[C@@]4(C)CCC23)C1","1"
"HMDB0010378","5,8,11-Eicosatrienoic acid","HMDB0010378","5312531","72865",NA,NA,"CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0010379","LysoPC(14:0/0:0)","HMDB0010379","460604","64489","C04230",NA,"CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010382","LysoPC(16:0/0:0)","HMDB0010382","460602","72998","C04230",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010384","LysoPC(18:0/0:0)","HMDB0010384","497299","73858","C04230",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010385","LysoPC(18:1(11Z)/0:0)","HMDB0010385","53480465","86255","C04230",NA,"CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@]([H])(O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010386","LysoPC(18:2/0:0)","HMDB0010386","11005824","28733","C04230",NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010390","LysoPC(20:0/0:0)","HMDB0010390","24779473","74968","C04230",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010395","LysoPC(20:4/0:0)","HMDB0010395","24779476","74344","C04230",NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010396","LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)","HMDB0010396","53480469","86259","C04230",NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010404","LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0010404","10415542","73873","C04230",NA,"[H][C@@](O)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010405","LysoPC(24:0/0:0)","HMDB0010405","24779481","86260","C04230",NA,"[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0010407","LysoPC(P-16:0/0:0)","HMDB0010407","10917802","73850","C04230",NA,"CCCCCCCCCCCCCC\C=C/OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0011131","MG(18:0/0:0/0:0)","HMDB0011131","15560610","75550",NA,NA,"[H][C@](O)(CO)COC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0011134","5-HETE","HMDB0011134","5280733","28209","C04805","6554","CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O","1"
"HMDB0011210","PC(P-16:0/18:1(9Z))","HMDB0011210","24779384","86232",NA,NA,"CCCCCCCCCCCCCC\C=C/OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0011394","PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0011394","42607458","78263",NA,NA,"[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0011533","MG(0:0/16:0/0:0)","HMDB0011533","123409","75455",NA,NA,"[H]C(CO)(CO)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0011535","MG(0:0/18:0/0:0)","HMDB0011535","79075","75456",NA,NA,"[H]C(CO)(CO)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0011537","MG(0:0/18:1(9Z)/0:0)","HMDB0011537","5319879","73990",NA,NA,"[H]C(CO)(CO)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0011538","MG(0:0/18:2(9Z,12Z)/0:0)","HMDB0011538","5365676","75457",NA,NA,"[H]C(CO)(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0011564","MG(16:0/0:0/0:0)","HMDB0011564","3084463","75542",NA,NA,"[H][C@](O)(CO)COC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0011567","MG(18:1(9Z)/0:0/0:0)","HMDB0011567","12178130","75757",NA,NA,"[H][C@](O)(CO)COC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0011568","MG(18:2(9Z,12Z)/0:0/0:0)","HMDB0011568","6436630","75561",NA,NA,"[H][C@](O)(CO)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0011578","MG(20:4(5Z,8Z,11Z,14Z)/0:0/0:0)","HMDB0011578","16019980","34071",NA,NA,"[H][C@](O)(CO)COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0011632","L-Iditol","HMDB0011632","5460044","18202","C01507",NA,"OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO","1"
"HMDB0011697","SM(d18:1/24:0)","HMDB0011697","44260127","83360",NA,NA,"[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0011759","Cer(d18:0/14:0)","HMDB0011759","10255824","67045",NA,NA,"CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC","1"
"HMDB0011760","Cer(d18:0/16:0)","HMDB0011760","5283572","67042",NA,NA,"CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0011761","Cer(d18:0/18:0)","HMDB0011761","5283573","67033",NA,NA,"[H][C@@](CO)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011763","Cer(d18:0/18:1(9Z))","HMDB0011763","6442676","74100",NA,NA,"CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0011764","Cer(d18:0/20:0)","HMDB0011764","5283574","67027",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011765","Cer(d18:0/22:0)","HMDB0011765","5283575","67021",NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011768","Cer(d18:0/24:0)","HMDB0011768","5283577","52961",NA,NA,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011769","Cer(d18:0/24:1)","HMDB0011769","5283576","74130",NA,NA,"CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC","1"
"HMDB0011771","Cer(d18:0/26:0)","HMDB0011771","644245","52962",NA,NA,"CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011773","Cer(d18:1/14:0)","HMDB0011773","5282310","72957","C13916",NA,"CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC","1"
"HMDB0012107","SM(d18:1/24:1)","HMDB0012107","44260126","74535","C00550",NA,"CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC","1"
"HMDB0012108","LysoPC(17:0/0:0)","HMDB0012108","24779463","74340","C04230",NA,"CCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0012454","3beta,7alpha-Dihydroxy-5-cholestenoate","HMDB0012454","3081084","81015","C17335",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C(O)=O","1"
"HMDB0012535","12S-HHT","HMDB0012535","5283141","63977","C20388",NA,"CCCCC[C@H](O)\C=C\C=C\C\C=C/CCCC(O)=O","1"
"HMDB0013078","Stearoylethanolamide","HMDB0013078","27902","85299",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)NCCO","1"
"HMDB0013205","9-Decenoylcarnitine","HMDB0013205","53481651",NA,NA,NA,"C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCCCCCC=C","1"
"HMDB0013420","PC(O-38:4)","HMDB0013420","6443065","75245",NA,NA,"[H][C@@](COCCCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0013629","PGD2 ethanolamide","HMDB0013629","5283120","85174","C13828",NA,"CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(=O)NCCO)[C@@H](O)CC1=O","1"
"HMDB0013630","20-HETE ethanolamide","HMDB0013630","35027640","136992",NA,NA,"OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO","1"
"HMDB0013643","4b-Hydroxycholesterol","HMDB0013643","3247060","85778",NA,NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"HMDB0013648","Palmitoleoylethanolamde","HMDB0013648","9835868","71465",NA,NA,"CCCCCC\C=C/CCCCCCCC(=O)NCCO","1"
"HMDB0014291","Phosphatidylserine","HMDB0014291","6323481","18303","C02737",NA,"[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CC)OC(=O)CCC)C(O)=O","1"
"HMDB0014586","Betamethasone","HMDB0014586","9782","3077","C06848",NA,"[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","1"
"HMDB0014659","Albendazole","HMDB0014659","2082","16664","C01779",NA,"CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2","1"
"HMDB0014687","Desoximetasone","HMDB0014687","5311067","691037",NA,NA,"[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","1"
"HMDB0014773","Prednisone","HMDB0014773","5865","8382","C07370",NA,"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","1"
"HMDB0014891","Isoflurane","HMDB0014891","3763","6015","C07518",NA,"FC(F)OC(Cl)C(F)(F)F","1"
"HMDB0014967","Diazepam","HMDB0014967","3016","49575","C06948",NA,"CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1","1"
"HMDB0015043","Cocaine","HMDB0015043","446220","27958","C01416",NA,"[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C","1"
"HMDB0015044","Quinidine","HMDB0015044","441074","28593","C06527",NA,"[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1","1"
"HMDB0015046","Paricalcitol","HMDB0015046","5281104","7931","C08127",NA,"[H]C1CC[C@]2(C)[C@]([H])(CC[C@@]2([H])\C1=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(O)(C)C","1"
"HMDB0015092","Norgestimate","HMDB0015092","6540478","50815",NA,NA,"[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O","1"
