interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
FGF2_FGFR1	FGF	FGF2	FGFR1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF2 - FGFR1
FGF2_FGFR2	FGF	FGF2	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF2 - FGFR2
FGF2_FGFR3	FGF	FGF2	FGFR3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF2 - FGFR3
FGF2_FGFR4	FGF	FGF2	FGFR4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF2 - FGFR4
FGF5_FGFR1	FGF	FGF5	FGFR1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF5 - FGFR1
FGF5_FGFR2	FGF	FGF5	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF5 - FGFR2
FGF5_FGFR3	FGF	FGF5	FGFR3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF5 - FGFR3
FGF5_FGFR4	FGF	FGF5	FGFR4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF5 - FGFR4
FGF7_FGFR1	FGF	FGF7	FGFR1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF7 - FGFR1
FGF7_FGFR2	FGF	FGF7	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF7 - FGFR2
FGF10_FGFR1	FGF	FGF10	FGFR1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF10 - FGFR1
FGF10_FGFR2	FGF	FGF10	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF10 - FGFR2
FGF22_FGFR2	FGF	FGF22	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF22 - FGFR2
FGF18_FGFR1	FGF	FGF18	FGFR1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF18 - FGFR1
FGF18_FGFR2	FGF	FGF18	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF18 - FGFR2
FGF18_FGFR3	FGF	FGF18	FGFR3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF18 - FGFR3
FGF18_FGFR4	FGF	FGF18	FGFR4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF18 - FGFR4
FGF9_FGFR1	FGF	FGF9	FGFR1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF9 - FGFR1
FGF9_FGFR2	FGF	FGF9	FGFR2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF9 - FGFR2
FGF9_FGFR3	FGF	FGF9	FGFR3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF9 - FGFR3
FGF9_FGFR4	FGF	FGF9	FGFR4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	FGF9 - FGFR4
FGF15_FGFR1	FGF	FGF19	FGFR1			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	FGF15 - FGFR1
FGF15_FGFR2	FGF	FGF19	FGFR2			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	FGF15 - FGFR2
FGF15_FGFR3	FGF	FGF19	FGFR3			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	FGF15 - FGFR3
FGF15_FGFR4	FGF	FGF19	FGFR4			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	FGF15 - FGFR4
PDGFA_PDGFRA	PDGF	PDGFA	PDGFRA		PDGF antagonist			PMID: 15207812	Secreted Signaling	PDGFA - PDGFRA
PDGFA_PDGFRB	PDGF	PDGFA	PDGFRB		PDGF antagonist			PMID: 15207812	Secreted Signaling	PDGFA - PDGFRB
PDGFB_PDGFRA	PDGF	PDGFB	PDGFRA		PDGF antagonist			PMID: 15207812	Secreted Signaling	PDGFB - PDGFRA
PDGFB_PDGFRB	PDGF	PDGFB	PDGFRB		PDGF antagonist			PMID: 15207812	Secreted Signaling	PDGFB - PDGFRB
PDGFC_PDGFRA	PDGF	PDGFC	PDGFRA		PDGF antagonist			PMID: 15207812	Secreted Signaling	PDGFC - PDGFRA
PDGFD_PDGFRB	PDGF	PDGFD	PDGFRB		PDGF antagonist			PMID: 15207812	Secreted Signaling	PDGFD - PDGFRB
VEGFA_VEGFR1	VEGF	VEGFA	FLT1					KEGG: hsa04370; PMID: 16633338	Secreted Signaling	VEGFA - VEGFR1
VEGFA_VEGFR2	VEGF	VEGFA	KDR			VEGF activation receptor		KEGG: hsa04370; PMID: 16633338	Secreted Signaling	VEGFA - VEGFR2
VEGFB_VEGFR1	VEGF	VEGFB	FLT1					KEGG: hsa04370; PMID: 16633338	Secreted Signaling	VEGFB - VEGFR1
VEGFC_VEGFR3	VEGF	VEGFC	FLT4					KEGG: hsa04370; PMID: 16633338	Secreted Signaling	VEGFC - VEGFR3
VEGFC_VEGFR2	VEGF	VEGFC	KDR			VEGF activation receptor		KEGG: hsa04370; PMID: 16633338	Secreted Signaling	VEGFC - VEGFR2
PGF_VEGFR1	VEGF	PGF	FLT1					KEGG: hsa04370; PMID: 16633338	Secreted Signaling	PGF - VEGFR1
VEGFA_VEGFR1R2	VEGF	VEGFA	FLT1_KDR			VEGF activation receptor		PMID: 16633338	Secreted Signaling	VEGFA - VEGFR1R2
VEGFC_VEGFR2R3	VEGF	VEGFC	FLT4_KDR			VEGF activation receptor		PMID: 16633338	Secreted Signaling	VEGFC - VEGFR2R3
IGF1_IGF1R	IGF	IGF1	IGF1R		IGF antagonist			PMID: 14604834	Secreted Signaling	IGF1 - IGF1R
IGF2_IGF1R	IGF	IGF2	IGF1R		IGF antagonist			PMID: 14604834	Secreted Signaling	IGF2 - IGF1R
IGF2_IGF2R	IGF	IGF2	IGF2R		IGF antagonist			PMID: 14604834	Secreted Signaling	IGF2 - IGF2R
IGF1_ITGAV_ITGB3	IGF	IGF1	ITGAV_ITGB3		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	IGF1 - (ITGAV+ITGB3)
IGF1_ITGA6_ITGB4	IGF	IGF1	ITGA6_ITGB4		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	IGF1 - (ITGA6+ITGB4)
IGF2_ITGAV_ITGB3	IGF	IGF2	ITGAV_ITGB3		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	IGF2 - (ITGAV+ITGB3)
IGF2_ITGA6_ITGB4	IGF	IGF2	ITGA6_ITGB4		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	IGF2 - (ITGA6+ITGB4)
APLN_APLNR	APELIN	APLN	APLNR					KEGG: hsa04371	Secreted Signaling	APLN - APLNR
DHH_PTCH1	HH	DHH	PTCH1_SMO			HH activation receptor	HH inhibition receptor	KEGG: hsa04340; PMID: 25701396	Secreted Signaling	DHH - PTCH1
DHH_PTCH2	HH	DHH	PTCH2_SMO			HH activation receptor	HH inhibition receptor	KEGG: hsa04340; PMID: 25701396	Secreted Signaling	DHH - PTCH2
CCL5_CCR1	CCL	CCL5	CCR1					KEGG: hsa04060	Secreted Signaling	CCL5 - CCR1
CCL3_CCR1	CCL	CCL3	CCR1					KEGG: hsa04060	Secreted Signaling	CCL3 - CCR1
CCL3L3_CCR1	CCL	CCL3L3	CCR1					KEGG: hsa04060	Secreted Signaling	CCL3L3 - CCR1
CCL8_CCR1	CCL	CCL8	CCR1					KEGG: hsa04060	Secreted Signaling	CCL8 - CCR1
CCL7_CCR1	CCL	CCL7	CCR1					KEGG: hsa04060	Secreted Signaling	CCL7 - CCR1
CCL13_CCR1	CCL	CCL13	CCR1					KEGG: hsa04060	Secreted Signaling	CCL13 - CCR1
CCL14_CCR1	CCL	CCL14	CCR1					KEGG: hsa04060	Secreted Signaling	CCL14 - CCR1
CCL23_CCR1	CCL	CCL23	CCR1					KEGG: hsa04060	Secreted Signaling	CCL23 - CCR1
CCL8_CCR2	CCL	CCL8	CCR2					KEGG: hsa04060	Secreted Signaling	CCL8 - CCR2
CCL7_CCR2	CCL	CCL7	CCR2					KEGG: hsa04060	Secreted Signaling	CCL7 - CCR2
CCL2_CCR2	CCL	CCL2	CCR2					KEGG: hsa04060	Secreted Signaling	CCL2 - CCR2
CCL17_CCR4	CCL	CCL17	CCR4					KEGG: hsa04060	Secreted Signaling	CCL17 - CCR4
CCL22_CCR4	CCL	CCL22	CCR4					KEGG: hsa04060	Secreted Signaling	CCL22 - CCR4
CCL5_CCR4	CCL	CCL5	CCR4					KEGG: hsa04060	Secreted Signaling	CCL5 - CCR4
CCL4_CCR5	CCL	CCL4	CCR5					KEGG: hsa04060	Secreted Signaling	CCL4 - CCR5
CCL5_CCR5	CCL	CCL5	CCR5					KEGG: hsa04060	Secreted Signaling	CCL5 - CCR5
CCL3_CCR5	CCL	CCL3	CCR5					KEGG: hsa04060	Secreted Signaling	CCL3 - CCR5
CCL20_CCR6	CCL	CCL20	CCR6					KEGG: hsa04060	Secreted Signaling	CCL20 - CCR6
CCL19_CCR7	CCL	CCL19	CCR7					KEGG: hsa04060	Secreted Signaling	CCL19 - CCR7
CCL21_CCR7	CCL	CCL21	CCR7					KEGG: hsa04060	Secreted Signaling	CCL21 - CCR7
CCL19_ACKR4	CCL	CCL19	ACKR4					KEGG: hsa04060	Secreted Signaling	CCL19 - ACKR4
CCL21_ACKR4	CCL	CCL21	ACKR4					KEGG: hsa04060	Secreted Signaling	CCL21 - ACKR4
CCL25_ACKR4	CCL	CCL25	ACKR4					KEGG: hsa04060	Secreted Signaling	CCL25 - ACKR4
CCL28_CCR10	CCL	CCL28	CCR10					KEGG: hsa04060	Secreted Signaling	CCL28 - CCR10
CCL13_ACKR4	CCL	CCL13	ACKR4					PMID: 26740381	Secreted Signaling	CCL13 - ACKR4
CCL8_ACKR4	CCL	CCL8	ACKR4					PMID: 26740381	Secreted Signaling	CCL8 - ACKR4
CCL2_ACKR1	CCL	CCL2	ACKR1					PMID: 26740381	Secreted Signaling	CCL2 - ACKR1
CCL5_ACKR1	CCL	CCL5	ACKR1					PMID: 26740381	Secreted Signaling	CCL5 - ACKR1
CCL8_ACKR1	CCL	CCL8	ACKR1					PMID: 26740381	Secreted Signaling	CCL8 - ACKR1
CCL13_ACKR1	CCL	CCL13	ACKR1					PMID: 26740381	Secreted Signaling	CCL13 - ACKR1
CCL14_ACKR1	CCL	CCL14	ACKR1					PMID: 26740381	Secreted Signaling	CCL14 - ACKR1
CCL18_ACKR1	CCL	CCL18	ACKR1					PMID: 26740381	Secreted Signaling	CCL18 - ACKR1
CXCL1_ACKR1	CXCL	CXCL1	ACKR1					PMID: 26740381	Secreted Signaling	CXCL1 - ACKR1
CXCL2_ACKR1	CXCL	CXCL2	ACKR1					PMID: 26740381	Secreted Signaling	CXCL2 - ACKR1
CXCL3_ACKR1	CXCL	CXCL3	ACKR1					PMID: 26740381	Secreted Signaling	CXCL3 - ACKR1
CXCL5_ACKR1	CXCL	CXCL5	ACKR1					PMID: 26740381	Secreted Signaling	CXCL5 - ACKR1
CXCL6_ACKR1	CXCL	CXCL6	ACKR1					PMID: 26740381	Secreted Signaling	CXCL6 - ACKR1
CXCL8_ACKR1	CXCL	CXCL8	ACKR1					PMID: 26740381	Secreted Signaling	CXCL8 - ACKR1
CXCL9_ACKR1	CXCL	CXCL9	ACKR1					PMID: 26740381	Secreted Signaling	CXCL9 - ACKR1
CXCL10_ACKR1	CXCL	CXCL10	ACKR1					PMID: 26740381	Secreted Signaling	CXCL10 - ACKR1
CXCL11_ACKR1	CXCL	CXCL11	ACKR1					PMID: 26740381	Secreted Signaling	CXCL11 - ACKR1
CXCL13_ACKR1	CXCL	CXCL13	ACKR1					PMID: 26740381	Secreted Signaling	CXCL13 - ACKR1
CCL2_ACKR2	CCL	CCL2	ACKR2					PMID: 26740381	Secreted Signaling	CCL2 - ACKR2
CCL3_ACKR2	CCL	CCL3	ACKR2					PMID: 26740381	Secreted Signaling	CCL3 - ACKR2
CCL4_ACKR2	CCL	CCL4	ACKR2					PMID: 26740381	Secreted Signaling	CCL4 - ACKR2
CCL5_ACKR2	CCL	CCL5	ACKR2					PMID: 26740381	Secreted Signaling	CCL5 - ACKR2
CCL7_ACKR2	CCL	CCL7	ACKR2					PMID: 26740381	Secreted Signaling	CCL7 - ACKR2
CCL8_ACKR2	CCL	CCL8	ACKR2					PMID: 26740381	Secreted Signaling	CCL8 - ACKR2
CCL7_ACKR1	CCL	CCL7	ACKR1					PMID: 26740381	Secreted Signaling	CCL7 - ACKR1
CCL11_ACKR1	CCL	CCL11	ACKR1					PMID: 26740381	Secreted Signaling	CCL11 - ACKR1
CCL11_ACKR2	CCL	CCL11	ACKR2					PMID: 26740381	Secreted Signaling	CCL11 - ACKR2
CCL13_ACKR2	CCL	CCL13	ACKR2					PMID: 26740381	Secreted Signaling	CCL13 - ACKR2
CCL22_ACKR2	CCL	CCL22	ACKR2					PMID: 26740381	Secreted Signaling	CCL22 - ACKR2
CCL24_ACKR2	CCL	CCL24	ACKR2					PMID: 26740381	Secreted Signaling	CCL24 - ACKR2
CCL26_ACKR2	CCL	CCL26	ACKR2					PMID: 26740381	Secreted Signaling	CCL26 - ACKR2
CCL17_ACKR1	CCL	CCL17	ACKR1					PMID: 26740381	Secreted Signaling	CCL17 - ACKR1
CCL14_ACKR2	CCL	CCL14	ACKR2					PMID: 26740381	Secreted Signaling	CCL14 - ACKR2
CCL17_ACKR2	CCL	CCL17	ACKR2					PMID: 26740381	Secreted Signaling	CCL17 - ACKR2
CXCL1_CXCR2	CXCL	CXCL1	CXCR2					KEGG: hsa04060	Secreted Signaling	CXCL1 - CXCR2
CXCL2_CXCR2	CXCL	CXCL2	CXCR2					KEGG: hsa04060	Secreted Signaling	CXCL2 - CXCR2
CXCL3_CXCR2	CXCL	CXCL3	CXCR2					KEGG: hsa04060	Secreted Signaling	CXCL3 - CXCR2
CXCL5_CXCR2	CXCL	CXCL5	CXCR2					KEGG: hsa04060	Secreted Signaling	CXCL5 - CXCR2
CXCL6_CXCR2	CXCL	CXCL6	CXCR2					KEGG: hsa04060	Secreted Signaling	CXCL6 - CXCR2
CXCL8_CXCR2	CXCL	CXCL8	CXCR2					KEGG: hsa04060	Secreted Signaling	CXCL8 - CXCR2
PF4V1_CXCR3	CXCL	PF4V1	CXCR3					KEGG: hsa04060	Secreted Signaling	PF4V1 - CXCR3
CXCL9_CXCR3	CXCL	CXCL9	CXCR3					KEGG: hsa04060	Secreted Signaling	CXCL9 - CXCR3
CXCL10_CXCR3	CXCL	CXCL10	CXCR3					KEGG: hsa04060	Secreted Signaling	CXCL10 - CXCR3
CXCL11_CXCR3	CXCL	CXCL11	CXCR3					KEGG: hsa04060	Secreted Signaling	CXCL11 - CXCR3
CXCL13_CXCR3	CXCL	CXCL13	CXCR3					KEGG: hsa04060	Secreted Signaling	CXCL13 - CXCR3
CXCL12_CXCR4	CXCL	CXCL12	CXCR4					KEGG: hsa04060	Secreted Signaling	CXCL12 - CXCR4
CXCL11_ACKR3	CXCL	CXCL11	ACKR3					KEGG: hsa04060	Secreted Signaling	CXCL11 - ACKR3
CXCL12_ACKR3	CXCL	CXCL12	ACKR3					KEGG: hsa04060	Secreted Signaling	CXCL12 - ACKR3
CXCL13_CXCR5	CXCL	CXCL13	CXCR5					KEGG: hsa04060	Secreted Signaling	CXCL13 - CXCR5
CXCL16_CXCR6	CXCL	CXCL16	CXCR6					KEGG: hsa04060	Secreted Signaling	CXCL16 - CXCR6
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4					PMID: 29637711; PMID: 24760155	Secreted Signaling	MIF - (CD74+CXCR4)
MIF_CD74_CD44	MIF	MIF	CD74_CD44					PMID: 29637711; PMID: 26175090	Secreted Signaling	MIF - (CD74+CD44)
MIF_CD74_CXCR2	MIF	MIF	CD74_CXCR2					PMID: 29637711; PMID: 26175090	Secreted Signaling	MIF - (CD74+CXCR2)
MIF_ACKR3	MIF	MIF	ACKR3					PMID: 26175090	Secreted Signaling	MIF - ACKR3
CX3CL1_CX3CR1	CX3C	CX3CL1	CX3CR1					KEGG: hsa04060	Secreted Signaling	CX3CL1 - CX3CR1
XCL1_XCR1	XCR	XCL1	XCR1					KEGG: hsa04060	Secreted Signaling	XCL1 - XCR1
XCL2_XCR1	XCR	XCL2	XCR1					KEGG: hsa04060	Secreted Signaling	XCL2 - XCR1
IL2_IL2RA_IL2RB_IL2RG	IL2	IL2	IL2RA_IL2RB_IL2RG					KEGG: hsa04060	Secreted Signaling	IL2 - (IL2RA+IL2RB+IL2RG)
IL2_IL2RB_IL2RG	IL2	IL2	IL2RB_IL2RG					KEGG: hsa04060	Secreted Signaling	IL2 - (IL2RB+IL2RG)
IL7_IL7R_IL2RG	IL2	IL7	IL7R_IL2RG					KEGG: hsa04060	Secreted Signaling	IL7 - (IL7R+IL2RG)
IL15_IL15RA_IL2RB	IL2	IL15	IL15RA_IL2RB					KEGG: hsa04060	Secreted Signaling	IL15 - (IL15RA+IL2RB)
IL21_IL21R_IL2RG	IL2	IL21	IL21R_IL2RG					KEGG: hsa04060	Secreted Signaling	IL21 - (IL21R+IL2RG)
TSLP_IL7R_CRLF2	IL2	TSLP	IL7R_CRLF2					KEGG: hsa04060	Secreted Signaling	TSLP - (IL7R+CRLF2)
CSF2_CSF2RA_CSF2RB	IL4	CSF2	CSF2RA_CSF2RB					KEGG: hsa04060	Secreted Signaling	CSF2 - (CSF2RA+CSF2RB)
IL13_IL4R_IL13RA1	IL4	IL13	IL4R_IL13RA1					KEGG: hsa04060	Secreted Signaling	IL13 - (IL4R+IL13RA1)
IL13_IL4R_IL13RA2	IL4	IL13	IL4R_IL13RA2					KEGG: hsa04060	Secreted Signaling	IL13 - (IL4R+IL13RA2)
IL13_IL13RA1	IL4	IL13	IL13RA1					KEGG: hsa04060	Secreted Signaling	IL13 - IL13RA1
IL13_IL13RA2	IL4	IL13	IL13RA2					KEGG: hsa04060	Secreted Signaling	IL13 - IL13RA2
IL6_IL6R_IL6ST	IL6	IL6	IL6R_IL6ST					KEGG: hsa04060	Secreted Signaling	IL6 - (IL6R+IL6ST)
IL11_IL11RA_IL6ST	IL6	IL11	IL11R complex					KEGG: hsa04060	Secreted Signaling	IL11 - (IL11RA+IL6ST)
EBI3_IL27RA_IL6ST	IL12	IL27 complex	IL27RA_IL6ST					PMID: 25861977	Secreted Signaling	EBI3 - (IL27RA+IL6ST)
CLCF1_CNTFR_LIFR	LIFR	CLCF1	CNTFR_LIFR					KEGG: hsa04060	Secreted Signaling	CLCF1 - (CNTFR+LIFR)
CTF1_LIFR_IL6ST	LIFR	CTF1	LIFR_IL6ST					KEGG: hsa04060	Secreted Signaling	CTF1 - (LIFR+IL6ST)
LIF_LIFR_IL6ST	LIFR	LIF	LIFR_IL6ST					KEGG: hsa04060	Secreted Signaling	LIF - (LIFR+IL6ST)
OSM_LIFR_IL6ST	OSM	OSM	LIFR_IL6ST					KEGG: hsa04060	Secreted Signaling	OSM - (LIFR+IL6ST)
OSM_OSMR_IL6ST	OSM	OSM	OSMR_IL6ST					KEGG: hsa04060	Secreted Signaling	OSM - (OSMR+IL6ST)
IL10_IL10RA_IL10RB	IL10	IL10	IL10RA_IL10RB					KEGG: hsa04060	Secreted Signaling	IL10 - (IL10RA+IL10RB)
IL20_IL20RA_IL20RB	IL10	IL20	IL20RA_IL20RB					KEGG: hsa04060	Secreted Signaling	IL20 - (IL20RA+IL20RB)
IL24_IL20RA_IL20RB	IL10	IL24	IL20RA_IL20RB					KEGG: hsa04060	Secreted Signaling	IL24 - (IL20RA+IL20RB)
IL20_IL22RA1_IL20RB	IL10	IL20	IL22RA1_IL20RB					KEGG: hsa04060	Secreted Signaling	IL20 - (IL22RA1+IL20RB)
IL24_IL22RA1_IL20RB	IL10	IL24	IL22RA1_IL20RB					KEGG: hsa04060	Secreted Signaling	IL24 - (IL22RA1+IL20RB)
IL22_IL22RA1_IL10RB	IL10	IL22	IL22RA1_IL10RB					KEGG: hsa04060	Secreted Signaling	IL22 - (IL22RA1+IL10RB)
IL26_IL20RA_IL10RB	IL10	IL26	IL20RA_IL10RB					KEGG: hsa04060	Secreted Signaling	IL26 - (IL20RA+IL10RB)
IL1A_IL1R1_IL1RAP	IL1	IL1A	IL1R1_IL1RAP		IL antagonist			KEGG: hsa04060	Secreted Signaling	IL1A - (IL1R1+IL1RAP)
IL1B_IL1R1_IL1RAP	IL1	IL1B	IL1R1_IL1RAP		IL antagonist			KEGG: hsa04060	Secreted Signaling	IL1B - (IL1R1+IL1RAP)
IL1A_IL1R2	IL1	IL1A	IL1R2					KEGG: hsa04060	Secreted Signaling	IL1A - IL1R2
IL1B_IL1R2	IL1	IL1B	IL1R2					KEGG: hsa04060	Secreted Signaling	IL1B - IL1R2
IL1F5_IL1RL2_IL1RAP	IL1	IL36RN	IL1RL2_IL1RAP					KEGG: hsa04060	Secreted Signaling	IL1F5 - (IL1RL2+IL1RAP)
IL1F9_IL1RL2_IL1RAP	IL1	IL36G	IL1RL2_IL1RAP					KEGG: hsa04060	Secreted Signaling	IL1F9 - (IL1RL2+IL1RAP)
IL18_IL18R1_IL18RAP	IL1	IL18	IL18R1_IL18RAP					KEGG: hsa04060	Secreted Signaling	IL18 - (IL18R1+IL18RAP)
IL33_IL1RL1_IL1RAP	IL1	IL33	IL1RL1_IL1RAP					KEGG: hsa04060	Secreted Signaling	IL33 - (IL1RL1+IL1RAP)
IL17A_IL17RA_IL17RC	IL17	IL17A	IL17RA_IL17RC					KEGG: hsa04060	Secreted Signaling	IL17A - (IL17RA+IL17RC)
IL17B_IL17RB	IL17	IL17B	IL17RB					KEGG: hsa04060	Secreted Signaling	IL17B - IL17RB
IL34_CSF1R	CSF	IL34	CSF1R					KEGG: hsa04060	Secreted Signaling	IL34 - CSF1R
CSF1_CSF1R	CSF	CSF1	CSF1R					KEGG: hsa04060	Secreted Signaling	CSF1 - CSF1R
IL16_CD4	IL16	IL16	CD4					KEGG: hsa04060	Secreted Signaling	IL16 - CD4
CSF3_CSF3R	CSF3	CSF3	CSF3R					KEGG: hsa04060	Secreted Signaling	CSF3 - CSF3R
IFNG_IFNGR1_IFNGR2	IFN-II	IFNG	IFNGR1_IFNGR2					KEGG: hsa04060	Secreted Signaling	IFNG - (IFNGR1+IFNGR2)
TNF_TNFRSF1A	TNF	TNF	TNFRSF1A					KEGG: hsa04060	Secreted Signaling	TNF - TNFRSF1A
TNF_TNFRSF1B	TNF	TNF	TNFRSF1B					KEGG: hsa04060	Secreted Signaling	TNF - TNFRSF1B
LTA_TNFRSF1A	LT	LTA	TNFRSF1A					KEGG: hsa04060	Secreted Signaling	LTA - TNFRSF1A
LTA_TNFRSF1B	LT	LTA	TNFRSF1B					KEGG: hsa04060	Secreted Signaling	LTA - TNFRSF1B
LTA_TNFRSF14	LT	LTA	TNFRSF14					KEGG: hsa04060	Secreted Signaling	LTA - TNFRSF14
LTA_LTB_LTBR	LT	LTa1b2	LTBR					PMID: 24248355	Secreted Signaling	LTA - (LTB+LTBR)
TNFSF14_LTBR	LIGHT	TNFSF14	LTBR					KEGG: hsa04060	Secreted Signaling	TNFSF14 - LTBR
TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14					KEGG: hsa04060	Secreted Signaling	TNFSF14 - TNFRSF14
FASL_FAS	FASLG	FASLG	FAS					KEGG: hsa04060	Secreted Signaling	FASL - FAS
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25					KEGG: hsa04060	Secreted Signaling	TNFSF15 - TNFRSF25
TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A					KEGG: hsa04060	Secreted Signaling	TNFSF10 - TNFRSF10B
EDA_EDAR	EDA	EDA	EDAR					KEGG: hsa04060	Secreted Signaling	EDA - EDAR
EDA_EDA2R	EDA	EDA	EDA2R					KEGG: hsa04060	Secreted Signaling	EDA - EDA2R
NGF_NGFR	NGF	NGF	NGFR					KEGG: hsa04060	Secreted Signaling	NGF - NGFR
TNFSF11_TNFRSF11A	RANKL	TNFSF11	TNFRSF11A					KEGG: hsa04060	Secreted Signaling	TNFSF11 - TNFRSF11A
TNFSF11_TNFRSF11B	RANKL	TNFSF11	TNFRSF11B					KEGG: hsa04060	Secreted Signaling	TNFSF11 - TNFRSF11B
TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A					KEGG: hsa04060	Secreted Signaling	TNFSF12 - TNFRSF12A
CD70_CD27	CD70	CD70	CD27					KEGG: hsa04060	Secreted Signaling	CD70 - CD27
TNFSF8_TNFRSF8	CD30	TNFSF8	TNFRSF8					KEGG: hsa04060	Secreted Signaling	TNFSF8 - TNFRSF8
TNFSF9_TNFRSF9	CD137	TNFSF9	TNFRSF9					KEGG: hsa04060	Secreted Signaling	TNFSF9 - TNFRSF9
TNFSF4_TNFRSF4	OX40	TNFSF4	TNFRSF4					KEGG: hsa04060	Secreted Signaling	TNFSF4 - TNFRSF4
TNFSF18_TNFRSF18	GITRL	TNFSF18	TNFRSF18					KEGG: hsa04060	Secreted Signaling	TNFSF18 - TNFRSF18
TNFSF13_TNFRSF17	APRIL	TNFSF13	TNFRSF17					KEGG: hsa04060	Secreted Signaling	TNFSF13 - TNFRSF17
TNFSF13_TNFRSF13B	APRIL	TNFSF13	TNFRSF13B					KEGG: hsa04060	Secreted Signaling	TNFSF13 - TNFRSF13B
TNFSF13B_TNFRSF17	BAFF	TNFSF13B	TNFRSF17					KEGG: hsa04060	Secreted Signaling	TNFSF13B - TNFRSF17
TNFSF13B_TNFRSF13B	BAFF	TNFSF13B	TNFRSF13B					KEGG: hsa04060	Secreted Signaling	TNFSF13B - TNFRSF13B
TNFSF13B_TNFRSF13C	BAFF	TNFSF13B	TNFRSF13C					KEGG: hsa04060	Secreted Signaling	TNFSF13B - TNFRSF13C
CD40LG_ITGA2B_ITGB3	CD40	CD40LG	ITGA2B_ITGB3					PMID: 28676852	Secreted Signaling	CD40LG - (ITGA2B+ITGB3)
CD40LG_ITGA5_ITGB1	CD40	CD40LG	ITGA5_ITGB1					PMID: 28676852	Secreted Signaling	CD40LG - (ITGA5+ITGB1)
CD40LG_ITGAM_ITGB2	CD40	CD40LG	ITGAM_ITGB2					PMID: 28676852	Secreted Signaling	CD40LG - (ITGAM+ITGB2)
SPP1_CD44	SPP1	SPP1	CD44					PMID: 21907263	Secreted Signaling	SPP1 - CD44
SPP1_ITGAV_ITGB3	SPP1	SPP1	ITGAV_ITGB3					PMID: 21907263	Secreted Signaling	SPP1 - (ITGAV+ITGB3)
SPP1_ITGAV_ITGB1	SPP1	SPP1	ITGAV_ITGB1					PMID: 21907263	Secreted Signaling	SPP1 - (ITGAV+ITGB1)
SPP1_ITGAV_ITGB5	SPP1	SPP1	ITGAV_ITGB5					PMID: 21907263	Secreted Signaling	SPP1 - (ITGAV+ITGB5)
SPP1_ITGAV_ITGB6	SPP1	SPP1	ITGAV_ITGB6					PMID: 21907263	Secreted Signaling	SPP1 - (ITGAV+ITGB6)
SPP1_ITGA4_ITGB1	SPP1	SPP1	ITGA4_ITGB1					PMID: 21907263	Secreted Signaling	SPP1 - (ITGA4+ITGB1)
SPP1_ITGA9_ITGB1	SPP1	SPP1	ITGA9_ITGB1					PMID: 21907263	Secreted Signaling	SPP1 - (ITGA9+ITGB1)
SPP1_ITGA8_ITGB1	SPP1	SPP1	ITGA8_ITGB1					PMID: 21907263	Secreted Signaling	SPP1 - (ITGA8+ITGB1)
SPP1_ITGA5_ITGB1	SPP1	SPP1	ITGA5_ITGB1					PMID: 21907263	Secreted Signaling	SPP1 - (ITGA5+ITGB1)
RETN_TLR4	RESISTIN	RETN	TLR4					PMID: 30809105	Secreted Signaling	RETN - TLR4
