"CD4Tconv"	"Fibroblasts"	"Mono/Macro"	"Malignant"	"Plasma"	"Pericytes"	"CD8Tex"	"DC"	"Tprolif"	"B"	"Mast"	"Endothelial"	"Treg"
"LY9.12"	0	0	0	-0.53	0	0	0	0	0	0	0	0	0
"SPI1.13"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"PDE3B.12"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"HLA-DMB.11"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"DLC1.4"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"BTN3A2.4"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"TOX.11"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"FCER1G.14"	0	0	0	-1.12	0	0	0	0	0	0	0	0	0
"TAOK3.3"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"IL2RA.11"	0	0	0	-0.51	0	0	0	0	0	0	0	0	0
"PIM1.9"	0	0	0	-0.48	0	0	0	0	0	0	0	0	0
"SEMA4D.7"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"KLRD1.12"	0	0	0	-0.46	0	0	0	0	0	0	0	0	0
"MAGEH1.6"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"BIN1.7"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"MORF4L1.5"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"TCF21.11"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"RPS25.8"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"DNAJC1.3"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"SERPINF1.9"	0	0	0	-1.19	0	0	0	0	0	0	0	0	0
"TPM2.11"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"TAPBP.1"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"CD63.8"	0	0	0	-0.72	0	0	0	0	0	0	0	0	0
"PDGFRA.12"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"LNPEP.2"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"ITGB1.10"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"LGALS1.12"	0	0	0	-0.58	0	0	0	0	0	0	0	0	0
"TRAT1.14"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"FCMR.14"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"TMEM173.3"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"ADAM8.6"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"CXCL13.14"	0	0	0	-1.6	0	0	0	0	0	0	0	0	0
"PCED1B.12"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"RHOF.11"	0	0	0	-0.44	0	0	0	0	0	0	0	0	0
"GBP5.12"	0	0	0	-0.51	0	0	0	0	0	0	0	0	0
"NCOR1.4"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"PRKAR1A.2"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"CHN1.9"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"ANKRD28.5"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"TPM1.10"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"TXNDC15.3"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"CAMK4.13"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"CCR6.13"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"CXCL12.12"	0	0	0	-0.63	0	0	0	0	0	0	0	0	0
"THBS2.11"	0	0	0	-0.48	0	0	0	0	0	0	0	0	0
"MMP19.10"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"KLRB1.14"	0	0	0	-0.58	0	0	0	0	0	0	0	0	0
"MAP4K1.11"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"RAB27A.10"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"GCC2.1"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"RPL21.9"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"TCF25.1"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"OPTN.7"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"PODN.11"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"ELOVL5.8"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"RBM39.3"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"RNF125.6"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CD34.13"	0	0	0	-0.45	0	0	0	0	0	0	0	0	0
"AP1S2.7"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"SPTAN1.8"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"PNPLA8.1"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"C11orf96.13"	0	0	0	-0.52	0	0	0	0	0	0	0	0	0
"DPT.10"	0	0	0	-0.58	0	0	0	0	0	0	0	0	0
"PHF1.1"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"LRP10.3"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"MVP.4"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"ZYX.8"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"S1PR1.12"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"SEC14L1.10"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"TNFSF13B.6"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"STAT5A.2"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"APOE.10"	0	0	0	-0.56	0	0	0	0	0	0	0	0	0
"POSTN.11"	0	0	0	-1.21	0	0	0	0	0	0	0	0	0
"DDX24.7"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"TMX4.4"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"PRRC2C.2"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"MYCBP2.3"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"FAP.11"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"MACF1.3"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"MPHOSPH8.3"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"PTPRE.8"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"PLK3.3"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"ANXA11.5"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"COL15A1.9"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"FGF7.4"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"FOSL2.5"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"TMEM123.7"	0	0	0	0.35	0	0	0	0	0	0	0	0	0
"SUSD3.11"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"ATP6AP2.7"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"PBX4.14"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"SAMHD1.7"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"CHST12.4"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"THBS1.11"	0	0	0	-0.86	0	0	0	0	0	0	0	0	0
"ARL4C.11"	0	0	0	-0.48	0	0	0	0	0	0	0	0	0
"ILK.7"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"RANBP2.7"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"WASF2.2"	0	0	0	0.28	0	0	0	0	0	0	0	0	0
"KIAA1551.6"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"AHNAK.4"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"AIF1.5"	0	0	0	-0.64	0	0	0	0	0	0	0	0	0
"IGKC.12"	0	0	0	-1.99	0	0	0	0	0	0	0	0	0
"DNAJB6.10"	0	0	0	-0.39	0	0	0	0	0	0	0	0	0
"MMP23B.7"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"RILPL2.8"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"TWF2.7"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"ITM2B.6"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"APOC1.5"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"CD82.9"	0	0	0	-0.5	0	0	0	0	0	0	0	0	0
"GPCPD1.5"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"PRRX1.12"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"CFH.10"	0	0	0	-0.56	0	0	0	0	0	0	0	0	0
"PPP1R12A.3"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"RCN3.11"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"CITED2.1"	0	0	0	-0.49	0	0	0	0	0	0	0	0	0
"RGS16.12"	0	0	0	-0.75	0	0	0	0	0	0	0	0	0
"DUSP5.8"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"PRKCH.12"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"COL14A1.8"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"ARRDC3.1"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CLU.12"	0	0	0	-0.9	0	0	0	0	0	0	0	0	0
"PLXDC2.8"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"FBLN2.13"	0	0	0	-0.62	0	0	0	0	0	0	0	0	0
"CRISPLD2.10"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"MEG3.9"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"SEPT7.7"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"NFKB1.8"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"RPS27L.8"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"PHF11.3"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"CD38.11"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"QSOX1.4"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"PNRC2.1"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"DPP7.2"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CFD.13"	0	0	0	-2.43	0	0	0	0	0	0	0	0	0
"VPS37B.10"	0	0	0	-0.47	0	0	0	0	0	0	0	0	0
"CCDC80.11"	0	0	0	-1.01	0	0	0	0	0	0	0	0	0
"F2R.8"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"TNIK.4"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"IL4R.3"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"RPS27.11"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"COL5A2.12"	0	0	0	-0.67	0	0	0	0	0	0	0	0	0
"SPP1.5"	0	0	0	-0.71	0	0	0	0	0	0	0	0	0
"TMC6.7"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"DDAH2.4"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"MXRA5.10"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"XBP1.3"	0	0	0	-0.48	0	0	0	0	0	0	0	0	0
"ST3GAL1.1"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"C3.10"	0	0	0	-0.78	0	0	0	0	0	0	0	0	0
"NINJ1.5"	0	0	0	-0.53	0	0	0	0	0	0	0	0	0
"DUSP16.4"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"PAM.8"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"FAM129A.7"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"IGF2.12"	0	0	0	-0.5	0	0	0	0	0	0	0	0	0
"HIF1A.8"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"C4orf48.7"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"TFPI.9"	0	0	0	-0.45	0	0	0	0	0	0	0	0	0
"RARA.2"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"SERTAD1.6"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"FXYD1.7"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"EIF1B.3"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"FLT3LG.6"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"SDC2.7"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"HSP90AA1.9"	0	0	0	-0.47	0	0	0	0	0	0	0	0	0
"LRP1.8"	0	0	0	-0.39	0	0	0	0	0	0	0	0	0
"CTSF.6"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"HTRA3.11"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"C19orf66.2"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"G0S2.10"	0	0	0	-1.23	0	0	0	0	0	0	0	0	0
"PRCP.4"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"CCNDBP1.2"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"HEG1.2"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CTSA.5"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"PRDM2.1"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"ITM2C.9"	0	0	0	-0.51	0	0	0	0	0	0	0	0	0
"ZBTB1.1"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"ACP5.12"	0	0	0	-0.66	0	0	0	0	0	0	0	0	0
"HSPA1B.5"	0	0	0	-0.87	0	0	0	0	0	0	0	0	0
"CXCL8.8"	0	0	0	-0.67	0	0	0	0	0	0	0	0	0
"IFI6.7"	0	0	0	0.32	0	0	0	0	0	0	0	0	0
"RABGAP1L.5"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"CCSER2.2"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"RALGDS.7"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"PKIG.9"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"CLIC3.9"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"SULF1.13"	0	0	0	-0.52	0	0	0	0	0	0	0	0	0
"ZBTB38.1"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"BCL3.4"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"BGN.13"	0	0	0	-1.18	0	0	0	0	0	0	0	0	0
"HERPUD2.2"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"APOD.11"	0	0	0	-1.67	0	0	0	0	0	0	0	0	0
"RBPMS.10"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"EML4.9"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"NFKBID.12"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"HPGD.7"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"HMOX1.10"	0	0	0	-0.49	0	0	0	0	0	0	0	0	0
"WFDC2.6"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"ELN.6"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"BHLHE40.2"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"PPP4R2.1"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"HIST1H4C.11"	0	0	0	0.28	0	0	0	0	0	0	0	0	0
"PLPP3.8"	0	0	0	-0.53	0	0	0	0	0	0	0	0	0
"SOD2.8"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"WDR1.3"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"RNF149.8"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"DEF6.9"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"RGS3.10"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"IER2.6"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CSK.11"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"PNPLA2.3"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"ZNF267.4"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"TGFB1.7"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"NPDC1.10"	0	0	0	-0.46	0	0	0	0	0	0	0	0	0
"LOXL2.12"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"UBD.11"	0	0	0	0.71	0	0	0	0	0	0	0	0	0
"PTGER4.9"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"PLPP1.12"	0	0	0	-0.5	0	0	0	0	0	0	0	0	0
"MFAP5.12"	0	0	0	-0.78	0	0	0	0	0	0	0	0	0
"NCF1.14"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"RBKS.13"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"DDX6.4"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"SOCS1.8"	0	0	0	-0.44	0	0	0	0	0	0	0	0	0
"PDCD4.10"	0	0	0	-0.39	0	0	0	0	0	0	0	0	0
"FHL1.11"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"CD70.8"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"STK17A.14"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"FAM118A.3"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"LMCD1.9"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"IGFBP6.12"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"FGFR1OP2.3"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"COL1A1.11"	0	0	0	-2.74	0	0	0	0	0	0	0	0	0
"RARRES1.10"	0	0	0	-0.56	0	0	0	0	0	0	0	0	0
"PPP1R2.7"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"NEDD9.6"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"MIR4435-2HG.8"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"FBLN1.11"	0	0	0	-1.15	0	0	0	0	0	0	0	0	0
"CD44.11"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"SELM.11"	0	0	0	-0.63	0	0	0	0	0	0	0	0	0
"HEXB.5"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"MIER1.2"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"MX2.1"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"TMEM243.2"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"RNASET2.10"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"NNMT.13"	0	0	0	-0.64	0	0	0	0	0	0	0	0	0
"MAT2B.3"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"ATP2B1.7"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"OASL.7"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"IGHM.2"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"USP15.7"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"FNDC3B.4"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"HTRA1.12"	0	0	0	-0.59	0	0	0	0	0	0	0	0	0
"INSIG1.12"	0	0	0	-0.45	0	0	0	0	0	0	0	0	0
"ANTXR1.8"	0	0	0	-0.41	0	0	0	0	0	0	0	0	0
"AHR.3"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"GRB2.14"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"TGFB1I1.10"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"PDLIM3.12"	0	0	0	-0.61	0	0	0	0	0	0	0	0	0
"OXNAD1.13"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"CYBRD1.4"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"MIDN.3"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"ZC3H12A.5"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"UGCG.1"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"RAB11FIP1.10"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"PTGS2.8"	0	0	0	-0.39	0	0	0	0	0	0	0	0	0
"CASP1.9"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"CHORDC1.9"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"LYN.11"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"EZR.10"	0	0	0	-0.6	0	0	0	0	0	0	0	0	0
"CST3.8"	0	0	0	-0.95	0	0	0	0	0	0	0	0	0
"COL12A1.13"	0	0	0	-0.59	0	0	0	0	0	0	0	0	0
"USP36.6"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"ACTB.9"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"SSPN.9"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"MBP.6"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"PTPN1.10"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"CTSD.5"	0	0	0	-0.46	0	0	0	0	0	0	0	0	0
"DNAJB4.4"	0	0	0	-0.35	0	0	0	0	0	0	0	0	0
"LIMS1.8"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"NREP.7"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"ELL2.4"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"COL18A1.10"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"LUM.13"	0	0	0	-1.86	0	0	0	0	0	0	0	0	0
"ADAMTS1.8"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"TNFAIP8.9"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"CXCL2.12"	0	0	0	-1.04	0	0	0	0	0	0	0	0	0
"COL4A1.12"	0	0	0	-0.7	0	0	0	0	0	0	0	0	0
"MAP2K3.5"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"CERCAM.9"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"CRIP2.7"	0	0	0	-0.32	0	0	0	0	0	0	0	0	0
"VASP.6"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"TIPARP.2"	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
"ECM1.12"	0	0	0	-0.31	0	0	0	0	0	0	0	0	0
"APOBEC3C.13"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"C10orf10.9"	0	0	0	-0.37	0	0	0	0	0	0	0	0	0
"MFGE8.9"	0	0	0	-0.46	0	0	0	0	0	0	0	0	0
"AKIRIN2.4"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"NAMPT.5"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"ABL2.5"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"TAGLN.12"	0	0	0	-1.31	0	0	0	0	0	0	0	0	0
"HNRNPLL.4"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"ARRB2.12"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"CCND3.6"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CALCRL.8"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"MT1F.5"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"CPE.7"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"PTPN6.9"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"CORO1B.6"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"TNF.11"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"HSPG2.6"	0	0	0	-0.51	0	0	0	0	0	0	0	0	0
"MAFF.7"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"PLD3.5"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"TIMP3.13"	0	0	0	-1.02	0	0	0	0	0	0	0	0	0
"LAYN.8"	0	0	0	-0.27	0	0	0	0	0	0	0	0	0
"FKBP10.12"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"IL1RN.14"	0	0	0	-0.48	0	0	0	0	0	0	0	0	0
"RGS10.11"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"CRTAP.10"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"CKLF.11"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"COL4A2.10"	0	0	0	-0.64	0	0	0	0	0	0	0	0	0
"CALD1.13"	0	0	0	-0.89	0	0	0	0	0	0	0	0	0
"CD68.10"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"INHBA.10"	0	0	0	-0.36	0	0	0	0	0	0	0	0	0
"SPTBN1.7"	0	0	0	-0.34	0	0	0	0	0	0	0	0	0
"IGFBP5.9"	0	0	0	-0.8	0	0	0	0	0	0	0	0	0
"RAMP2.12"	0	0	0	-0.63	0	0	0	0	0	0	0	0	0
"FKBP11.8"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"CTSH.8"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"LTBP4.7"	0	0	0	-0.4	0	0	0	0	0	0	0	0	0
"CTSZ.4"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"IGFBP4.11"	0	0	0	-0.96	0	0	0	0	0	0	0	0	0
"TSC22D1.9"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"SSR4.6"	0	0	0	-0.26	0	0	0	0	0	0	0	0	0
"EGR1.10"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"FOS.10"	0	0	0	-0.57	0	0	0	0	0	0	0	0	0
"HOPX.8"	0	0	0	-0.38	0	0	0	0	0	0	0	0	0
"NBL1.10"	0	0	0	-0.45	0	0	0	0	0	0	0	0	0
"MMP11.10"	0	0	0	-1.24	0	0	0	0	0	0	0	0	0
"PRKCDBP.14"	0	0	0	-0.33	0	0	0	0	0	0	0	0	0
"CYR61.12"	0	0	0	-0.95	0	0	0	0	0	0	0	0	0
"GSN.11"	0	0	0	-1.43	0	0	0	0	0	0	0	0	0
"C15orf48.10"	0	0	0	-0.81	0	0	0	0	0	0	0	0	0
"SERPINH1.12"	0	0	0	-0.55	0	0	0	0	0	0	0	0	0
"RTEL1-TNFRSF6B.6"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"CHMP1B.6"	0	0	0	-0.28	0	0	0	0	0	0	0	0	0
"FTH1.6"	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
"TNFRSF18.13"	0	0	0	-0.67	0	0	0	0	0	0	0	0	0
"RCAN1.4"	0	0	0	-0.29	0	0	0	0	0	0	0	0	0
"HSPA6.9"	0	0	0	-0.67	0	0	0	0	0	0	0	0	0
"GPX3.7"	0	0	0	-0.43	0	0	0	0	0	0	0	0	0
"CTHRC1.11"	0	0	0	-1.04	0	0	0	0	0	0	0	0	0
"MYL9.11"	0	0	0	-0.71	0	0	0	0	0	0	0	0	0
"IGLV2-8"	0	0	0	0	4.45	0	0	0	0	0	0	0	0
"IGKV4-1"	0	0	0	0	4.39	0	0	0	0	0.63	0	0	0
"IGLV2-23"	0	0	0	0	4.37	0	0	0	0	0.32	0	0	0
"IGKV3-15"	0	0	0	0	4.36	0	0	0	0	-1.01	0	0	0
"IGLV1-40"	0	0	0	0	4.29	0	0	0	0	0	0	0	0
"IGLV1-51"	0	0	0	0	4.27	0	0	0	0	0	0	0	0
"IGLV1-47"	0	0	0	0	4.24	0	0	0	0	0	0	0	0
"IGLV3-25"	0	0	0	0	4.21	0	0	0	0	0	0	0	0
"IGKV3-11"	0	0	0	0	4.2	0	0	0	0	1.34	0	0	0
